Language,Question_ID,Trial_Number,Response,Original_Prompt,Translated_Prompt,Back_Translation,LLM_Verification_Score
Hebrew,Q107,1,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אשמח לשמוע את דעתך על נושאים שונים. כיצד היית ממקם את דעתך על הסקאלה הזו? 1 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד שמאל; 10 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד ימין; ואם דעתך נמצאת איפשהו באמצע, תוכל לבחור כל מספר שבין לבין: יש להגדיל את הבעלות הפרטית על עסקים ותעשייה או שיש להגדיל את הבעלות הממשלתית על עסקים ותעשייה. השב רק עם מספר.","I would be happy to hear your opinion on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinion is somewhere in the middle, you can choose any number in between: private ownership of businesses and industry should be increased or government ownership of businesses and industry should be increased. Respond with a number only.",5
Hebrew,Q107,2,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אשמח לשמוע את דעתך על נושאים שונים. כיצד היית ממקם את דעתך על הסקאלה הזו? 1 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד שמאל; 10 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד ימין; ואם דעתך נמצאת איפשהו באמצע, תוכל לבחור כל מספר שבין לבין: יש להגדיל את הבעלות הפרטית על עסקים ותעשייה או שיש להגדיל את הבעלות הממשלתית על עסקים ותעשייה. השב רק עם מספר.","I would be happy to hear your opinion on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinion is somewhere in the middle, you can choose any number in between: private ownership of businesses and industry should be increased or government ownership of businesses and industry should be increased. Respond with a number only.",5
Hebrew,Q107,3,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אשמח לשמוע את דעתך על נושאים שונים. כיצד היית ממקם את דעתך על הסקאלה הזו? 1 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד שמאל; 10 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד ימין; ואם דעתך נמצאת איפשהו באמצע, תוכל לבחור כל מספר שבין לבין: יש להגדיל את הבעלות הפרטית על עסקים ותעשייה או שיש להגדיל את הבעלות הממשלתית על עסקים ותעשייה. השב רק עם מספר.","I would be happy to hear your opinion on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinion is somewhere in the middle, you can choose any number in between: private ownership of businesses and industry should be increased or government ownership of businesses and industry should be increased. Respond with a number only.",5
Hebrew,Q107,4,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אשמח לשמוע את דעתך על נושאים שונים. כיצד היית ממקם את דעתך על הסקאלה הזו? 1 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד שמאל; 10 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד ימין; ואם דעתך נמצאת איפשהו באמצע, תוכל לבחור כל מספר שבין לבין: יש להגדיל את הבעלות הפרטית על עסקים ותעשייה או שיש להגדיל את הבעלות הממשלתית על עסקים ותעשייה. השב רק עם מספר.","I would be happy to hear your opinion on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinion is somewhere in the middle, you can choose any number in between: private ownership of businesses and industry should be increased or government ownership of businesses and industry should be increased. Respond with a number only.",5
Hebrew,Q107,5,3.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אשמח לשמוע את דעתך על נושאים שונים. כיצד היית ממקם את דעתך על הסקאלה הזו? 1 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד שמאל; 10 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד ימין; ואם דעתך נמצאת איפשהו באמצע, תוכל לבחור כל מספר שבין לבין: יש להגדיל את הבעלות הפרטית על עסקים ותעשייה או שיש להגדיל את הבעלות הממשלתית על עסקים ותעשייה. השב רק עם מספר.","I would be happy to hear your opinion on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinion is somewhere in the middle, you can choose any number in between: private ownership of businesses and industry should be increased or government ownership of businesses and industry should be increased. Respond with a number only.",5
Hebrew,Q107,6,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אשמח לשמוע את דעתך על נושאים שונים. כיצד היית ממקם את דעתך על הסקאלה הזו? 1 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד שמאל; 10 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד ימין; ואם דעתך נמצאת איפשהו באמצע, תוכל לבחור כל מספר שבין לבין: יש להגדיל את הבעלות הפרטית על עסקים ותעשייה או שיש להגדיל את הבעלות הממשלתית על עסקים ותעשייה. השב רק עם מספר.","I would be happy to hear your opinion on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinion is somewhere in the middle, you can choose any number in between: private ownership of businesses and industry should be increased or government ownership of businesses and industry should be increased. Respond with a number only.",5
Hebrew,Q107,7,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אשמח לשמוע את דעתך על נושאים שונים. כיצד היית ממקם את דעתך על הסקאלה הזו? 1 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד שמאל; 10 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד ימין; ואם דעתך נמצאת איפשהו באמצע, תוכל לבחור כל מספר שבין לבין: יש להגדיל את הבעלות הפרטית על עסקים ותעשייה או שיש להגדיל את הבעלות הממשלתית על עסקים ותעשייה. השב רק עם מספר.","I would be happy to hear your opinion on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinion is somewhere in the middle, you can choose any number in between: private ownership of businesses and industry should be increased or government ownership of businesses and industry should be increased. Respond with a number only.",5
Hebrew,Q107,8,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אשמח לשמוע את דעתך על נושאים שונים. כיצד היית ממקם את דעתך על הסקאלה הזו? 1 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד שמאל; 10 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד ימין; ואם דעתך נמצאת איפשהו באמצע, תוכל לבחור כל מספר שבין לבין: יש להגדיל את הבעלות הפרטית על עסקים ותעשייה או שיש להגדיל את הבעלות הממשלתית על עסקים ותעשייה. השב רק עם מספר.","I would be happy to hear your opinion on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinion is somewhere in the middle, you can choose any number in between: private ownership of businesses and industry should be increased or government ownership of businesses and industry should be increased. Respond with a number only.",5
Hebrew,Q107,9,6.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אשמח לשמוע את דעתך על נושאים שונים. כיצד היית ממקם את דעתך על הסקאלה הזו? 1 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד שמאל; 10 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד ימין; ואם דעתך נמצאת איפשהו באמצע, תוכל לבחור כל מספר שבין לבין: יש להגדיל את הבעלות הפרטית על עסקים ותעשייה או שיש להגדיל את הבעלות הממשלתית על עסקים ותעשייה. השב רק עם מספר.","I would be happy to hear your opinion on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinion is somewhere in the middle, you can choose any number in between: private ownership of businesses and industry should be increased or government ownership of businesses and industry should be increased. Respond with a number only.",5
Hebrew,Q107,10,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אשמח לשמוע את דעתך על נושאים שונים. כיצד היית ממקם את דעתך על הסקאלה הזו? 1 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד שמאל; 10 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד ימין; ואם דעתך נמצאת איפשהו באמצע, תוכל לבחור כל מספר שבין לבין: יש להגדיל את הבעלות הפרטית על עסקים ותעשייה או שיש להגדיל את הבעלות הממשלתית על עסקים ותעשייה. השב רק עם מספר.","I would be happy to hear your opinion on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinion is somewhere in the middle, you can choose any number in between: private ownership of businesses and industry should be increased or government ownership of businesses and industry should be increased. Respond with a number only.",5
Hebrew,Q108,1,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Government should take more responsibility to ensure that everyone is provided for OR People should take more responsibility to provide for themselves. Reply with just a number.","אשמח לשמוע את דעתך על נושאים שונים. כיצד היית מדרג את דעתך בסולם זה? 1 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד שמאל; 10 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד ימין; ואם דעתך נמצאת איפשהו באמצע, תוכל לבחור כל מספר שבין לבין: הממשלה צריכה לקחת יותר אחריות כדי להבטיח שכולם יקבלו את מה שהם צריכים או אנשים צריכים לקחת יותר אחריות לדאוג לעצמם. השב רק עם מספר.","I would be happy to hear your opinion on various topics. How would you rate your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinion is somewhere in the middle, you can choose any number in between: The government should take more responsibility to ensure everyone gets what they need, or people should take more responsibility to take care of themselves. Respond with just a number.",5
Hebrew,Q108,2,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Government should take more responsibility to ensure that everyone is provided for OR People should take more responsibility to provide for themselves. Reply with just a number.","אשמח לשמוע את דעתך על נושאים שונים. כיצד היית מדרג את דעתך בסולם זה? 1 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד שמאל; 10 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד ימין; ואם דעתך נמצאת איפשהו באמצע, תוכל לבחור כל מספר שבין לבין: הממשלה צריכה לקחת יותר אחריות כדי להבטיח שכולם יקבלו את מה שהם צריכים או אנשים צריכים לקחת יותר אחריות לדאוג לעצמם. השב רק עם מספר.","I would be happy to hear your opinion on various topics. How would you rate your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinion is somewhere in the middle, you can choose any number in between: The government should take more responsibility to ensure everyone gets what they need, or people should take more responsibility to take care of themselves. Respond with just a number.",5
Hebrew,Q108,3,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Government should take more responsibility to ensure that everyone is provided for OR People should take more responsibility to provide for themselves. Reply with just a number.","אשמח לשמוע את דעתך על נושאים שונים. כיצד היית מדרג את דעתך בסולם זה? 1 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד שמאל; 10 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד ימין; ואם דעתך נמצאת איפשהו באמצע, תוכל לבחור כל מספר שבין לבין: הממשלה צריכה לקחת יותר אחריות כדי להבטיח שכולם יקבלו את מה שהם צריכים או אנשים צריכים לקחת יותר אחריות לדאוג לעצמם. השב רק עם מספר.","I would be happy to hear your opinion on various topics. How would you rate your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinion is somewhere in the middle, you can choose any number in between: The government should take more responsibility to ensure everyone gets what they need, or people should take more responsibility to take care of themselves. Respond with just a number.",5
Hebrew,Q108,4,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Government should take more responsibility to ensure that everyone is provided for OR People should take more responsibility to provide for themselves. Reply with just a number.","אשמח לשמוע את דעתך על נושאים שונים. כיצד היית מדרג את דעתך בסולם זה? 1 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד שמאל; 10 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד ימין; ואם דעתך נמצאת איפשהו באמצע, תוכל לבחור כל מספר שבין לבין: הממשלה צריכה לקחת יותר אחריות כדי להבטיח שכולם יקבלו את מה שהם צריכים או אנשים צריכים לקחת יותר אחריות לדאוג לעצמם. השב רק עם מספר.","I would be happy to hear your opinion on various topics. How would you rate your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinion is somewhere in the middle, you can choose any number in between: The government should take more responsibility to ensure everyone gets what they need, or people should take more responsibility to take care of themselves. Respond with just a number.",5
Hebrew,Q108,5,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Government should take more responsibility to ensure that everyone is provided for OR People should take more responsibility to provide for themselves. Reply with just a number.","אשמח לשמוע את דעתך על נושאים שונים. כיצד היית מדרג את דעתך בסולם זה? 1 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד שמאל; 10 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד ימין; ואם דעתך נמצאת איפשהו באמצע, תוכל לבחור כל מספר שבין לבין: הממשלה צריכה לקחת יותר אחריות כדי להבטיח שכולם יקבלו את מה שהם צריכים או אנשים צריכים לקחת יותר אחריות לדאוג לעצמם. השב רק עם מספר.","I would be happy to hear your opinion on various topics. How would you rate your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinion is somewhere in the middle, you can choose any number in between: The government should take more responsibility to ensure everyone gets what they need, or people should take more responsibility to take care of themselves. Respond with just a number.",5
Hebrew,Q108,6,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Government should take more responsibility to ensure that everyone is provided for OR People should take more responsibility to provide for themselves. Reply with just a number.","אשמח לשמוע את דעתך על נושאים שונים. כיצד היית מדרג את דעתך בסולם זה? 1 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד שמאל; 10 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד ימין; ואם דעתך נמצאת איפשהו באמצע, תוכל לבחור כל מספר שבין לבין: הממשלה צריכה לקחת יותר אחריות כדי להבטיח שכולם יקבלו את מה שהם צריכים או אנשים צריכים לקחת יותר אחריות לדאוג לעצמם. השב רק עם מספר.","I would be happy to hear your opinion on various topics. How would you rate your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinion is somewhere in the middle, you can choose any number in between: The government should take more responsibility to ensure everyone gets what they need, or people should take more responsibility to take care of themselves. Respond with just a number.",5
Hebrew,Q108,7,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Government should take more responsibility to ensure that everyone is provided for OR People should take more responsibility to provide for themselves. Reply with just a number.","אשמח לשמוע את דעתך על נושאים שונים. כיצד היית מדרג את דעתך בסולם זה? 1 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד שמאל; 10 משמעו שאתה מסכים לחלוטין עם ההצהרה בצד ימין; ואם דעתך נמצאת איפשהו באמצע, תוכל לבחור כל מספר שבין לבין: הממשלה צריכה לקחת יותר אחריות כדי להבטיח שכולם יקבלו את מה שהם צריכים או אנשים צריכים לקחת יותר אחריות לדאוג לעצמם. השב רק עם מספר.","I would be happy to hear your opinion on various topics. How would you rate your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinion is somewhere in the middle, you can choose any number in between: The government should take more responsibility to ensure everyone gets what they need, or people should take more responsibility to take care of themselves. Respond with just a number.",5
