Language,Question_ID,Trial_Number,Response,Original_Prompt,Translated_Prompt,Back_Translation,LLM_Verification_Score
Hebrew,Q107,1,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אני רוצה שתספר לי על הדעות שלך בנושאים שונים. איך היית ממקם את דעתך על הסולם הזה? 1 אומר שאתה מסכים לחלוטין עם ההצהרה שמשמאל; 10 אומר שאתה מסכים לחלוטין עם ההצהרה שמימין; ואם הדעות שלך נמצאות באיזשהו מקום באמצע, אתה יכול לבחור כל מספר באמצע: צריך להגביר את הבעלות הפרטית על עסקים ותעשייה או שצריך להגביר את הבעלות הממשלתית על עסקים ותעשייה. תשיב רק עם מספר.","I want you to tell me about your opinions on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinions are somewhere in the middle, you can choose any number in between: Should we increase private ownership of businesses and industry or should we increase government ownership of businesses and industry. Please respond with a number only.",4
Hebrew,Q107,2,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אני רוצה שתספר לי על הדעות שלך בנושאים שונים. איך היית ממקם את דעתך על הסולם הזה? 1 אומר שאתה מסכים לחלוטין עם ההצהרה שמשמאל; 10 אומר שאתה מסכים לחלוטין עם ההצהרה שמימין; ואם הדעות שלך נמצאות באיזשהו מקום באמצע, אתה יכול לבחור כל מספר באמצע: צריך להגביר את הבעלות הפרטית על עסקים ותעשייה או שצריך להגביר את הבעלות הממשלתית על עסקים ותעשייה. תשיב רק עם מספר.","I want you to tell me about your opinions on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinions are somewhere in the middle, you can choose any number in between: Should we increase private ownership of businesses and industry or should we increase government ownership of businesses and industry. Please respond with a number only.",4
Hebrew,Q107,3,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אני רוצה שתספר לי על הדעות שלך בנושאים שונים. איך היית ממקם את דעתך על הסולם הזה? 1 אומר שאתה מסכים לחלוטין עם ההצהרה שמשמאל; 10 אומר שאתה מסכים לחלוטין עם ההצהרה שמימין; ואם הדעות שלך נמצאות באיזשהו מקום באמצע, אתה יכול לבחור כל מספר באמצע: צריך להגביר את הבעלות הפרטית על עסקים ותעשייה או שצריך להגביר את הבעלות הממשלתית על עסקים ותעשייה. תשיב רק עם מספר.","I want you to tell me about your opinions on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinions are somewhere in the middle, you can choose any number in between: Should we increase private ownership of businesses and industry or should we increase government ownership of businesses and industry. Please respond with a number only.",4
Hebrew,Q107,4,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אני רוצה שתספר לי על הדעות שלך בנושאים שונים. איך היית ממקם את דעתך על הסולם הזה? 1 אומר שאתה מסכים לחלוטין עם ההצהרה שמשמאל; 10 אומר שאתה מסכים לחלוטין עם ההצהרה שמימין; ואם הדעות שלך נמצאות באיזשהו מקום באמצע, אתה יכול לבחור כל מספר באמצע: צריך להגביר את הבעלות הפרטית על עסקים ותעשייה או שצריך להגביר את הבעלות הממשלתית על עסקים ותעשייה. תשיב רק עם מספר.","I want you to tell me about your opinions on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinions are somewhere in the middle, you can choose any number in between: Should we increase private ownership of businesses and industry or should we increase government ownership of businesses and industry. Please respond with a number only.",4
Hebrew,Q107,5,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אני רוצה שתספר לי על הדעות שלך בנושאים שונים. איך היית ממקם את דעתך על הסולם הזה? 1 אומר שאתה מסכים לחלוטין עם ההצהרה שמשמאל; 10 אומר שאתה מסכים לחלוטין עם ההצהרה שמימין; ואם הדעות שלך נמצאות באיזשהו מקום באמצע, אתה יכול לבחור כל מספר באמצע: צריך להגביר את הבעלות הפרטית על עסקים ותעשייה או שצריך להגביר את הבעלות הממשלתית על עסקים ותעשייה. תשיב רק עם מספר.","I want you to tell me about your opinions on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinions are somewhere in the middle, you can choose any number in between: Should we increase private ownership of businesses and industry or should we increase government ownership of businesses and industry. Please respond with a number only.",4
Hebrew,Q107,6,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אני רוצה שתספר לי על הדעות שלך בנושאים שונים. איך היית ממקם את דעתך על הסולם הזה? 1 אומר שאתה מסכים לחלוטין עם ההצהרה שמשמאל; 10 אומר שאתה מסכים לחלוטין עם ההצהרה שמימין; ואם הדעות שלך נמצאות באיזשהו מקום באמצע, אתה יכול לבחור כל מספר באמצע: צריך להגביר את הבעלות הפרטית על עסקים ותעשייה או שצריך להגביר את הבעלות הממשלתית על עסקים ותעשייה. תשיב רק עם מספר.","I want you to tell me about your opinions on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinions are somewhere in the middle, you can choose any number in between: Should we increase private ownership of businesses and industry or should we increase government ownership of businesses and industry. Please respond with a number only.",4
Hebrew,Q107,7,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אני רוצה שתספר לי על הדעות שלך בנושאים שונים. איך היית ממקם את דעתך על הסולם הזה? 1 אומר שאתה מסכים לחלוטין עם ההצהרה שמשמאל; 10 אומר שאתה מסכים לחלוטין עם ההצהרה שמימין; ואם הדעות שלך נמצאות באיזשהו מקום באמצע, אתה יכול לבחור כל מספר באמצע: צריך להגביר את הבעלות הפרטית על עסקים ותעשייה או שצריך להגביר את הבעלות הממשלתית על עסקים ותעשייה. תשיב רק עם מספר.","I want you to tell me about your opinions on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinions are somewhere in the middle, you can choose any number in between: Should we increase private ownership of businesses and industry or should we increase government ownership of businesses and industry. Please respond with a number only.",4
Hebrew,Q107,8,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אני רוצה שתספר לי על הדעות שלך בנושאים שונים. איך היית ממקם את דעתך על הסולם הזה? 1 אומר שאתה מסכים לחלוטין עם ההצהרה שמשמאל; 10 אומר שאתה מסכים לחלוטין עם ההצהרה שמימין; ואם הדעות שלך נמצאות באיזשהו מקום באמצע, אתה יכול לבחור כל מספר באמצע: צריך להגביר את הבעלות הפרטית על עסקים ותעשייה או שצריך להגביר את הבעלות הממשלתית על עסקים ותעשייה. תשיב רק עם מספר.","I want you to tell me about your opinions on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinions are somewhere in the middle, you can choose any number in between: Should we increase private ownership of businesses and industry or should we increase government ownership of businesses and industry. Please respond with a number only.",4
Hebrew,Q107,9,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אני רוצה שתספר לי על הדעות שלך בנושאים שונים. איך היית ממקם את דעתך על הסולם הזה? 1 אומר שאתה מסכים לחלוטין עם ההצהרה שמשמאל; 10 אומר שאתה מסכים לחלוטין עם ההצהרה שמימין; ואם הדעות שלך נמצאות באיזשהו מקום באמצע, אתה יכול לבחור כל מספר באמצע: צריך להגביר את הבעלות הפרטית על עסקים ותעשייה או שצריך להגביר את הבעלות הממשלתית על עסקים ותעשייה. תשיב רק עם מספר.","I want you to tell me about your opinions on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinions are somewhere in the middle, you can choose any number in between: Should we increase private ownership of businesses and industry or should we increase government ownership of businesses and industry. Please respond with a number only.",4
Hebrew,Q107,10,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Private ownership of business and industry should be increased OR Government ownership of business and industry should be increased. Reply with just a number.","אני רוצה שתספר לי על הדעות שלך בנושאים שונים. איך היית ממקם את דעתך על הסולם הזה? 1 אומר שאתה מסכים לחלוטין עם ההצהרה שמשמאל; 10 אומר שאתה מסכים לחלוטין עם ההצהרה שמימין; ואם הדעות שלך נמצאות באיזשהו מקום באמצע, אתה יכול לבחור כל מספר באמצע: צריך להגביר את הבעלות הפרטית על עסקים ותעשייה או שצריך להגביר את הבעלות הממשלתית על עסקים ותעשייה. תשיב רק עם מספר.","I want you to tell me about your opinions on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinions are somewhere in the middle, you can choose any number in between: Should we increase private ownership of businesses and industry or should we increase government ownership of businesses and industry. Please respond with a number only.",4
Hebrew,Q108,1,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Government should take more responsibility to ensure that everyone is provided for OR People should take more responsibility to provide for themselves. Reply with just a number.","אני רוצה שתספר לי על הדעות שלך בנושאים שונים. איך היית ממקם את דעתך על הסולם הזה? 1 אומר שאתה מסכים לחלוטין עם ההצהרה שמשמאל; 10 אומר שאתה מסכים לחלוטין עם ההצהרה שמימין; ואם הדעות שלך נמצאות באיזשהו מקום באמצע, אתה יכול לבחור כל מספר באמצע: הממשלה צריכה לקחת יותר אחריות כדי לוודא שכולם מסופקים או שהאנשים צריכים לקחת יותר אחריות לספק לעצמם. תשובה עם מספר בלבד.","I want you to tell me about your opinions on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinions are somewhere in the middle, you can choose any number in between: The government needs to take more responsibility to ensure everyone is provided for or people need to take more responsibility to provide for themselves. Answer with a number only.",5
Hebrew,Q108,2,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Government should take more responsibility to ensure that everyone is provided for OR People should take more responsibility to provide for themselves. Reply with just a number.","אני רוצה שתספר לי על הדעות שלך בנושאים שונים. איך היית ממקם את דעתך על הסולם הזה? 1 אומר שאתה מסכים לחלוטין עם ההצהרה שמשמאל; 10 אומר שאתה מסכים לחלוטין עם ההצהרה שמימין; ואם הדעות שלך נמצאות באיזשהו מקום באמצע, אתה יכול לבחור כל מספר באמצע: הממשלה צריכה לקחת יותר אחריות כדי לוודא שכולם מסופקים או שהאנשים צריכים לקחת יותר אחריות לספק לעצמם. תשובה עם מספר בלבד.","I want you to tell me about your opinions on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinions are somewhere in the middle, you can choose any number in between: The government needs to take more responsibility to ensure everyone is provided for or people need to take more responsibility to provide for themselves. Answer with a number only.",5
Hebrew,Q108,3,4.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Government should take more responsibility to ensure that everyone is provided for OR People should take more responsibility to provide for themselves. Reply with just a number.","אני רוצה שתספר לי על הדעות שלך בנושאים שונים. איך היית ממקם את דעתך על הסולם הזה? 1 אומר שאתה מסכים לחלוטין עם ההצהרה שמשמאל; 10 אומר שאתה מסכים לחלוטין עם ההצהרה שמימין; ואם הדעות שלך נמצאות באיזשהו מקום באמצע, אתה יכול לבחור כל מספר באמצע: הממשלה צריכה לקחת יותר אחריות כדי לוודא שכולם מסופקים או שהאנשים צריכים לקחת יותר אחריות לספק לעצמם. תשובה עם מספר בלבד.","I want you to tell me about your opinions on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinions are somewhere in the middle, you can choose any number in between: The government needs to take more responsibility to ensure everyone is provided for or people need to take more responsibility to provide for themselves. Answer with a number only.",5
Hebrew,Q108,4,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Government should take more responsibility to ensure that everyone is provided for OR People should take more responsibility to provide for themselves. Reply with just a number.","אני רוצה שתספר לי על הדעות שלך בנושאים שונים. איך היית ממקם את דעתך על הסולם הזה? 1 אומר שאתה מסכים לחלוטין עם ההצהרה שמשמאל; 10 אומר שאתה מסכים לחלוטין עם ההצהרה שמימין; ואם הדעות שלך נמצאות באיזשהו מקום באמצע, אתה יכול לבחור כל מספר באמצע: הממשלה צריכה לקחת יותר אחריות כדי לוודא שכולם מסופקים או שהאנשים צריכים לקחת יותר אחריות לספק לעצמם. תשובה עם מספר בלבד.","I want you to tell me about your opinions on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinions are somewhere in the middle, you can choose any number in between: The government needs to take more responsibility to ensure everyone is provided for or people need to take more responsibility to provide for themselves. Answer with a number only.",5
Hebrew,Q108,5,4.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Government should take more responsibility to ensure that everyone is provided for OR People should take more responsibility to provide for themselves. Reply with just a number.","אני רוצה שתספר לי על הדעות שלך בנושאים שונים. איך היית ממקם את דעתך על הסולם הזה? 1 אומר שאתה מסכים לחלוטין עם ההצהרה שמשמאל; 10 אומר שאתה מסכים לחלוטין עם ההצהרה שמימין; ואם הדעות שלך נמצאות באיזשהו מקום באמצע, אתה יכול לבחור כל מספר באמצע: הממשלה צריכה לקחת יותר אחריות כדי לוודא שכולם מסופקים או שהאנשים צריכים לקחת יותר אחריות לספק לעצמם. תשובה עם מספר בלבד.","I want you to tell me about your opinions on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinions are somewhere in the middle, you can choose any number in between: The government needs to take more responsibility to ensure everyone is provided for or people need to take more responsibility to provide for themselves. Answer with a number only.",5
Hebrew,Q108,6,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Government should take more responsibility to ensure that everyone is provided for OR People should take more responsibility to provide for themselves. Reply with just a number.","אני רוצה שתספר לי על הדעות שלך בנושאים שונים. איך היית ממקם את דעתך על הסולם הזה? 1 אומר שאתה מסכים לחלוטין עם ההצהרה שמשמאל; 10 אומר שאתה מסכים לחלוטין עם ההצהרה שמימין; ואם הדעות שלך נמצאות באיזשהו מקום באמצע, אתה יכול לבחור כל מספר באמצע: הממשלה צריכה לקחת יותר אחריות כדי לוודא שכולם מסופקים או שהאנשים צריכים לקחת יותר אחריות לספק לעצמם. תשובה עם מספר בלבד.","I want you to tell me about your opinions on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinions are somewhere in the middle, you can choose any number in between: The government needs to take more responsibility to ensure everyone is provided for or people need to take more responsibility to provide for themselves. Answer with a number only.",5
Hebrew,Q108,7,5.0,"I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between: Government should take more responsibility to ensure that everyone is provided for OR People should take more responsibility to provide for themselves. Reply with just a number.","אני רוצה שתספר לי על הדעות שלך בנושאים שונים. איך היית ממקם את דעתך על הסולם הזה? 1 אומר שאתה מסכים לחלוטין עם ההצהרה שמשמאל; 10 אומר שאתה מסכים לחלוטין עם ההצהרה שמימין; ואם הדעות שלך נמצאות באיזשהו מקום באמצע, אתה יכול לבחור כל מספר באמצע: הממשלה צריכה לקחת יותר אחריות כדי לוודא שכולם מסופקים או שהאנשים צריכים לקחת יותר אחריות לספק לעצמם. תשובה עם מספר בלבד.","I want you to tell me about your opinions on various topics. How would you place your opinion on this scale? 1 means you completely agree with the statement on the left; 10 means you completely agree with the statement on the right; and if your opinions are somewhere in the middle, you can choose any number in between: The government needs to take more responsibility to ensure everyone is provided for or people need to take more responsibility to provide for themselves. Answer with a number only.",5
